R_Peak_22,R_Trough_22,R_Peak_24,R_Trough_24,R_Peak_25,R_Trough_25,R_Peak_26,R_Trough_26,R_Peak_27,R_Trough_27,R_Peak_28,R_Trough_28,R_Peak_29,R_Trough_29,R_Peak_30,R_Trough_30,R_Peak_31,R_Trough_31,R_Peak_32,R_Trough_32,R_Peak_33,R_Trough_33,D_Peak_33,D_Trough_33,D_Peak_34,D_Trough_34,D_Peak_35,D_Trough_35,D_Peak_36,D_Trough_36,D_Peak_37,D_Trough_37,D_Peak_38,D_Trough_38,D_Peak_39,D_Trough_39,D_Peak_41,D_Trough_41,D_Peak_42,D_Trough_42,D_Peak_43,D_Trough_43,D_Peak_44,D_Trough_44,D_Peak_45,D_Trough_45,D_Peak_46,D_Trough_46,D_Peak_47,D_Trough_47,D_Peak_48,D_Trough_48,D_Peak_49,D_Trough_49,Fre_22,Fre_24,Fre_25,Fre_26,Fre_27,Fre_28,Fre_29,Fre_30,Fre_31,Fre_32,Fre_33,Fre_34,Fre_35,Fre_36,Fre_37,Fre_38,Fre_39,Fre_41,Fre_42,Fre_43,Fre_44,Fre_45,Fre_46,Fre_47,Fre_48,Fre_49,epsilon1,delta1
0.66609318,-0.3471129,0.70499829,-0.4047166,0.78235778,-0.4219797,0.68694341,-0.3581084,0.72564904,-0.4109081,0.79333633,-0.4497824,0.72675376,-0.3518221,0.78046452,-0.4269579,0.75328069,-0.4317065,0.97137366,-0.5698702,1,-0.4701928,1,0.22785984,0.98590268,0.22379695,0.98025098,0.22175264,0.97090377,0.21830913,0.98158976,0.21546521,0.83910056,0.18826773,0.82547162,0.18492424,0.79414342,0.1766232,0.77805873,0.17277172,0.76612356,0.16886678,0.75208219,0.16540149,0.73999998,0.16156041,0.72736918,0.1584422,0.71504189,0.15475857,0.70400993,0.15185028,0.69159983,0.1483949,0.947412965,0.90106091,0.908900066,0.828000624,0.858866516,0.892070552,0.794643094,0.829114966,0.86533913,0.896645223,0.99750729,0.87024258,1,0.79286618,0.9958691,0.77141675,0.75563787,0.73222255,0.72585239,0.71984033,0.71335174,0.70511481,0.69612534,0.68922477,0.68081638,0.67401994,0.11909237,-0.057174701
0.66557352,-0.3469005,0.70435616,-0.4046964,0.78140458,-0.421797,0.68620511,-0.3581784,0.72475265,-0.4107625,0.79228104,-0.4493628,0.72588248,-0.3514969,0.77956654,-0.4261606,0.75280032,-0.4306608,0.97087922,-0.5681254,1,-0.4694026,1,0.22784666,0.98603132,0.22383503,0.98053098,0.22185322,0.97134676,0.21847579,0.98221079,0.21568156,0.83969461,0.18854276,0.82599526,0.18520048,0.79406261,0.17675887,0.77769724,0.172821,0.76554947,0.16884452,0.75131543,0.16530965,0.73902853,0.16140496,0.72624409,0.15823298,0.71371213,0.15450404,0.70260236,0.15154198,0.68994136,0.14805216,0.947333229,0.901003919,0.908872591,0.828018603,0.858913697,0.892113169,0.794517123,0.829024325,0.865214639,0.896572154,0.99776614,0.87031222,1,0.79195415,0.99506959,0.77080404,0.75486648,0.73181842,0.7258115,0.72011146,0.71361499,0.70513541,0.6955925,0.68822192,0.67965083,0.67281471,0.173024879,-0.0656123
0.66481825,-0.3464245,0.70360688,-0.4045274,0.78047128,-0.4209497,0.68594503,-0.3576472,0.72381268,-0.4093518,0.79139597,-0.447807,0.72528635,-0.3502397,0.77909568,-0.4244816,0.75328893,-0.429785,0.97112077,-0.5668744,1,-0.4694244,1,0.22781394,0.9865311,0.2239386,0.98167022,0.22211107,0.97316962,0.21889606,0.98476594,0.21623099,0.84234015,0.1891833,0.82895095,0.18592919,0.79701962,0.17755976,0.78051242,0.17361908,0.76854485,0.16969226,0.75420971,0.16614857,0.74212186,0.16229055,0.72923805,0.15910574,0.71690963,0.15536108,0.70581619,0.15244356,0.69324575,0.14893501,0.946734708,0.900622421,0.908519089,0.827956958,0.858748926,0.891663536,0.794332151,0.828707225,0.864771772,0.896566746,0.99722088,0.87021695,1,0.79179741,0.99608313,0.77176785,0.75574836,0.73152378,0.72543718,0.72011907,0.71423328,0.70619875,0.69690458,0.6894233,0.68061383,0.67367515,0.142288569,-0.090577066
0.66811366,-0.3481584,0.70707511,-0.4048942,0.78527025,-0.4236671,0.68841299,-0.3588522,0.72803632,-0.4136681,0.79596388,-0.4529437,0.72835616,-0.3543697,0.7819967,-0.4305152,0.75267598,-0.4339438,0.9714848,-0.5733104,1,-0.4700448,1,0.22792825,0.98484355,0.2235817,0.97780814,0.22120487,0.9669918,0.21744275,0.97617472,0.21428932,0.83359055,0.18684456,0.81970894,0.1834227,0.78990369,0.17540368,0.77468285,0.1717624,0.76309486,0.16798443,0.74962235,0.16469134,0.73782239,0.16095993,0.725647,0.15797935,0.71358454,0.15441584,0.70269646,0.15159474,0.69078053,0.14823776,0.94868143,0.901900751,0.909622236,0.828066589,0.859113595,0.892908252,0.794904408,0.829715517,0.866338527,0.8964747,0.9990005,0.87057182,1,0.79387852,0.99392976,0.76979011,0.75433672,0.73301216,0.72669833,0.7201808,0.71315671,0.70486523,0.69665858,0.69047461,0.682528,0.67585034,0.171835894,-0.003135067
0.6678197,-0.3486468,0.70680805,-0.4054674,0.78482428,-0.424043,0.68834061,-0.3594034,0.72787496,-0.4138387,0.79560054,-0.4529868,0.7283512,-0.3546118,0.78192346,-0.4304838,0.75293371,-0.4341147,0.97150089,-0.5734361,1,-0.4712402,1,0.22791727,0.9850365,0.22361701,0.97825999,0.22129429,0.9677166,0.2175809,0.97714914,0.21448063,0.83459622,0.18709971,0.82055438,0.18364386,0.78961559,0.17541527,0.77389782,0.17166771,0.76188403,0.16779287,0.74807149,0.16441427,0.7358918,0.16059589,0.72344566,0.15754712,0.71101437,0.15392536,0.69993977,0.15102616,0.68762022,0.1476228,0.94832059,0.901605949,0.909398865,0.827995914,0.859008047,0.892660189,0.79489742,0.829565312,0.866058279,0.896581272,0.99870364,0.87070623,1,0.79388904,0.99454542,0.7701619,0.7543295,0.73124753,0.72444138,0.71782698,0.71098983,0.70284033,0.69453317,0.68803703,0.6796764,0.6727002,0.145742437,-0.01246284
0.66762192,-0.3484269,0.70656452,-0.4053272,0.78447406,-0.4238234,0.68805596,-0.3592823,0.72751938,-0.4136382,0.7952144,-0.4527111,0.72800178,-0.3543513,0.78157003,-0.4300661,0.75272846,-0.4335824,0.9713017,-0.5726249,1,-0.470549,1,0.22791258,0.98508141,0.22363074,0.97835755,0.22133134,0.96787135,0.21763785,0.97736905,0.21456142,0.83480155,0.18719896,0.82076746,0.18374961,0.78976647,0.17549596,0.77401093,0.17172867,0.76198355,0.16784005,0.74814508,0.16444568,0.73594684,0.16061501,0.72348018,0.15755393,0.71102937,0.15392185,0.69995562,0.15101331,0.68759911,0.1476021,0.948327046,0.901622673,0.909415523,0.828023858,0.859047173,0.89270752,0.794861615,0.829550477,0.866038234,0.896514308,0.99876766,0.87064219,1,0.79353903,0.99423617,0.76990159,0.754121,0.7314227,0.72482641,0.71836138,0.7115207,0.70328059,0.69479237,0.6881458,0.6797747,0.67281402,0.166783273,-0.015560784
0.66747999,-0.3477817,0.70645448,-0.4047879,0.78442092,-0.4230045,0.68806938,-0.3584855,0.72737894,-0.4125687,0.79527025,-0.4517971,0.72801057,-0.3533996,0.78169008,-0.4293666,0.75307936,-0.4334428,0.97160561,-0.572534,1,-0.4703848,1,0.22790596,0.98521707,0.22365199,0.97867814,0.22138436,0.9683864,0.2177202,0.97809972,0.21467457,0.83555598,0.18730504,0.82180262,0.18391275,0.79164894,0.17582723,0.77620687,0.17213088,0.76456416,0.16832311,0.75095244,0.16498579,0.73911709,0.16122903,0.72683306,0.15821361,0.71474118,0.15461927,0.70383956,0.15177917,0.69182073,0.14839728,0.948220335,0.901601766,0.909356983,0.828044253,0.859009709,0.892571081,0.794852252,0.829526671,0.866001508,0.896617447,0.99826711,0.87040336,1,0.79374816,0.99497548,0.7707039,0.75515896,0.73308747,0.72671421,0.72028755,0.71340112,0.70513121,0.69671838,0.69043953,0.68244542,0.67579117,0.132247181,-0.021526071
0.66751486,-0.3478234,0.70650489,-0.4048767,0.78448155,-0.4230522,0.68814181,-0.3585408,0.72742663,-0.4125689,0.79534805,-0.4518118,0.72807828,-0.3533766,0.78176967,-0.4293562,0.75319567,-0.4335185,0.97169859,-0.5725933,1,-0.4704596,1,0.22790348,0.98525685,0.22365946,0.97877147,0.22140275,0.9685363,0.21774902,0.97831141,0.21471433,0.83578854,0.18734757,0.82207941,0.18396869,0.79202362,0.17592634,0.7766045,0.17224836,0.76502728,0.16846637,0.7514271,0.16514197,0.73966021,0.16140902,0.72737929,0.15840205,0.71535638,0.15481419,0.70445815,0.15199491,0.69250254,0.14861604,0.948164995,0.901565443,0.909321155,0.828030415,0.858985295,0.892520664,0.794829959,0.829497257,0.865972816,0.896616224,0.9982443,0.87042022,1,0.79386008,0.9951249,0.77086422,0.7552963,0.73295767,0.72650768,0.72010204,0.71333033,0.70518618,0.69693738,0.69070637,0.68266802,0.67598504,0.126906159,-0.023449998
0.6671097,-0.3479052,0.7060723,-0.40498,0.78385527,-0.423008,0.68781119,-0.358654,0.72701909,-0.4124215,0.79474409,-0.451519,0.72777169,-0.3533069,0.78140452,-0.4290223,0.75311374,-0.4332015,0.97148123,-0.5721935,1,-0.4708867,1,0.22789657,0.9853673,0.22368191,0.97902625,0.22145945,0.96894444,0.21783705,0.97885342,0.21483663,0.83631024,0.18752083,0.82243965,0.18410196,0.79140885,0.17582814,0.77558915,0.1720344,0.76360776,0.16813469,0.74974559,0.16472028,0.73760078,0.16088098,0.72512418,0.15780578,0.71273029,0.15416209,0.7017079,0.15124981,0.68935481,0.14782995,0.947976542,0.901408588,0.909211888,0.828012088,0.858955949,0.892421074,0.794842989,0.829421349,0.865792793,0.89667588,0.99802471,0.87044948,1,0.79351321,0.99530133,0.77085342,0.75509648,0.73210664,0.7255417,0.71910806,0.71227685,0.70396961,0.69526433,0.68867787,0.6804447,0.67364647,0.120893492,-0.02907183
0.66677965,-0.3479694,0.70572242,-0.4052099,0.78331158,-0.4230276,0.68753364,-0.3588645,0.72660385,-0.4123117,0.79421485,-0.4512615,0.72745706,-0.3531339,0.78106253,-0.4285489,0.7531285,-0.4327702,0.97136453,-0.5714572,1,-0.4708376,1,0.22788406,0.98554596,0.22372116,0.97943456,0.22156023,0.96959651,0.21799401,0.97975246,0.21505319,0.83722843,0.18779305,0.82331611,0.18437488,0.79167073,0.17599659,0.7755554,0.1721407,0.76338014,0.16819518,0.74931283,0.16472898,0.73699842,0.16084932,0.72435324,0.15773222,0.71179373,0.15405112,0.7006708,0.15110435,0.68811021,0.14765351,0.947746061,0.901237522,0.909079873,0.827988073,0.858916271,0.892294965,0.794776512,0.829292516,0.865591943,0.896647928,0.99795028,0.87048135,1,0.79325517,0.99540042,0.77086478,0.75494078,0.73119122,0.72450843,0.71820467,0.71158191,0.70337497,0.69456244,0.68766606,0.67913974,0.67215438,0.125644099,-0.038653926
0.66744112,-0.3480074,0.70640296,-0.405192,0.78425787,-0.4233354,0.68798961,-0.3589371,0.72722536,-0.4128967,0.79507535,-0.4520132,0.72785898,-0.3535445,0.78151561,-0.429255,0.75306724,-0.4331985,0.97154339,-0.5719079,1,-0.4699678,1,0.22789702,0.9853227,0.22367938,0.97891627,0.22145543,0.96876512,0.21783005,0.978634,0.21482814,0.83612669,0.18749099,0.82237641,0.18411768,0.79201457,0.17604737,0.77643699,0.1723482,0.76477745,0.16855941,0.75105193,0.16521531,0.73921462,0.16147604,0.7268202,0.15844986,0.71472786,0.1548438,0.70374843,0.15201867,0.69170195,0.14862257,0.948115038,0.901523637,0.909301357,0.828031867,0.8590048,0.89254152,0.794765095,0.829438698,0.865911549,0.896494306,0.99851472,0.87048144,1,0.7936871,0.99472748,0.77054326,0.7548468,0.73201877,0.72545838,0.71913594,0.71252732,0.70451043,0.69635283,0.68998875,0.68171498,0.67488194,0.154388593,-0.027895338
0.66783918,-0.3483287,0.70673739,-0.4050028,0.78475542,-0.4238171,0.68804758,-0.3591036,0.7276907,-0.4139092,0.79538697,-0.4530029,0.72798852,-0.3546139,0.78153739,-0.4304474,0.75229291,-0.4335428,0.97106789,-0.5727624,1,-0.4700389,1,0.22792791,0.98482178,0.22358137,0.9777537,0.22120652,0.9669027,0.21744441,0.97602766,0.21429297,0.83339516,0.18688242,0.81926395,0.18340162,0.78846671,0.17513002,0.77286701,0.1713684,0.76082636,0.16745969,0.74710177,0.16407299,0.73486598,0.16022272,0.7225034,0.15717281,0.71000908,0.15355333,0.69898439,0.15062675,0.68663206,0.14722965,0.948684349,0.901870573,0.909632071,0.828076301,0.859154166,0.892977154,0.79493213,0.829716662,0.866283089,0.896465966,0.99911014,0.87066164,1,0.79337296,0.99351128,0.76931391,0.75369722,0.73222803,0.72590367,0.71931632,0.7120732,0.70348693,0.69473215,0.68816059,0.68005128,0.67325231,0.193285357,-0.002725915
0.66523307,-0.3461885,0.70406827,-0.4042663,0.78121951,-0.4207832,0.68641921,-0.3573258,0.72428222,-0.4092527,0.7921102,-0.44794,0.72568608,-0.3501493,0.7795651,-0.4247316,0.75346618,-0.430114,0.97140437,-0.5672958,1,-0.4688466,1,0.22782197,0.98642761,0.2239143,0.98143783,0.22205007,0.97279977,0.21879632,0.98427527,0.21610094,0.84186909,0.18899378,0.82869815,0.18578557,0.79803478,0.17769005,0.78205363,0.17388683,0.77059249,0.17009648,0.7566023,0.16666106,0.74498572,0.16292615,0.73236524,0.15982437,0.72050017,0.15614787,0.7095877,0.15333914,0.69750957,0.14988194,0.946944266,0.900813967,0.908649431,0.828007058,0.858798285,0.891769868,0.794365156,0.828818785,0.864980513,0.896535771,0.99724738,0.87005003,1,0.79227616,0.99613627,0.77204245,0.75632468,0.73307187,0.72713239,0.72173989,0.71578373,0.70784318,0.69903012,0.69210215,0.68366789,0.67696818,0.134771267,-0.085000275
0.66465689,-0.346037,0.70343424,-0.4042605,0.78041466,-0.4204633,0.6859242,-0.3572359,0.72348769,-0.4087209,0.79120774,-0.4471831,0.72504004,-0.3495971,0.77894086,-0.4237902,0.75341556,-0.4293704,0.9712413,-0.5661853,1,-0.4688148,1,0.22780408,0.98667584,0.22397052,0.98199439,0.22219109,0.97368678,0.21902674,0.98551216,0.2164014,0.84312248,0.18936304,0.82997404,0.18617245,0.79873634,0.17797373,0.78254381,0.17409909,0.77083623,0.17026107,0.75664488,0.16676706,0.7448883,0.16298993,0.73210415,0.15984092,0.72010305,0.15612318,0.70911867,0.15327907,0.69684034,0.14978852,0.946638439,0.90059675,0.90847071,0.827968904,0.858733272,0.891584844,0.794242162,0.828640054,0.864718454,0.896527207,0.99714816,0.87012114,1,0.79175382,0.99620955,0.77207215,0.75618536,0.7323198,0.7264273,0.72129836,0.71558443,0.70770205,0.69866374,0.69139343,0.68271555,0.67589976,0.144230541,-0.098042238
0.66558816,-0.346762,0.7044518,-0.4047872,0.78154199,-0.4215482,0.68663681,-0.3579934,0.72479181,-0.4101632,0.79252839,-0.4488426,0.72608272,-0.3509605,0.77987441,-0.4255638,0.75344875,-0.4306282,0.97139965,-0.568012,1,-0.4692666,1,0.22783075,0.98629878,0.22388627,0.98114541,0.22198037,0.97233123,0.21868291,0.98360725,0.21595276,0.8411996,0.18883299,0.827836,0.18558058,0.7966767,0.17740153,0.78052255,0.1735719,0.76883169,0.16974425,0.7547186,0.16628837,0.74288764,0.16251815,0.73016709,0.1593994,0.7180901,0.15570838,0.70705933,0.15286586,0.69480193,0.14939712,0.947047027,0.900850029,0.908707663,0.828000344,0.858820477,0.891854678,0.79443323,0.828877931,0.865052946,0.896506214,0.99749895,0.8702112,1,0.79256314,0.99597603,0.77178563,0.75586593,0.73166852,0.72532104,0.71972273,0.71380287,0.70601394,0.69742947,0.69050839,0.68185516,0.67493674,0.137739554,-0.078398108
0.66500174,-0.3465392,0.70377436,-0.4045913,0.78061352,-0.4211884,0.68596074,-0.3578233,0.72399517,-0.409759,0.7915584,-0.4482315,0.72536885,-0.3505719,0.77914287,-0.4248829,0.75310416,-0.4299338,0.97101031,-0.5670261,1,-0.4692968,1,0.22782197,0.98640484,0.22391381,0.98138041,0.22205007,0.97270522,0.21879681,0.98411686,0.21610094,0.84166613,0.18903239,0.82819621,0.18575785,0.79626856,0.17737175,0.77979684,0.17343092,0.76778821,0.16949256,0.75347626,0.16595071,0.7413409,0.16208165,0.72847886,0.15889918,0.71610144,0.15515784,0.70500196,0.15222981,0.6924094,0.14872558,0.946900021,0.900729349,0.908618889,0.827976333,0.85880175,0.891798634,0.794362468,0.828788115,0.864891846,0.896557816,0.99742123,0.87025557,1,0.79174516,0.99569049,0.77141148,0.75540025,0.73155863,0.72556057,0.72021302,0.71420239,0.70605437,0.6966797,0.68917531,0.68040824,0.67348448,0.158802606,-0.084524765
0.66623319,-0.3474114,0.70514176,-0.4048513,0.78254514,-0.4223017,0.68706074,-0.3583483,0.72589686,-0.411351,0.79350106,-0.450226,0.72692953,-0.3522582,0.78058539,-0.4274819,0.75316825,-0.4320322,0.97129222,-0.5704175,1,-0.4705927,1,0.22786828,0.98577531,0.22376907,0.97996096,0.22168258,0.97043905,0.21819437,0.98092845,0.21531517,0.83840977,0.18810313,0.82461981,0.18471593,0.79290801,0.17630955,0.77671368,0.17242028,0.76456509,0.16845872,0.75045577,0.16496605,0.73816854,0.16107331,0.72549412,0.15793664,0.71296378,0.15423899,0.70187431,0.15128403,0.68928947,0.14782107,0.947515833,0.901105095,0.908955169,0.827996486,0.858885134,0.892146453,0.794712756,0.82918058,0.865405889,0.896678216,0.99759218,0.87032265,1,0.79290105,0.99572587,0.77119321,0.75533474,0.7317669,0.72527325,0.71909584,0.71244434,0.70408355,0.69494401,0.68798282,0.6795439,0.67271252,0.118971041,-0.050499418
0.6679992,-0.3487289,0.70696253,-0.4053202,0.78506689,-0.4241909,0.68837431,-0.3593997,0.72808882,-0.4142159,0.79576573,-0.4533693,0.72841959,-0.3550251,0.78195553,-0.4309899,0.75260869,-0.4342765,0.9713173,-0.573853,1,-0.4712449,1,0.22793125,0.98481112,0.22357226,0.977735,0.22118053,0.9668749,0.21740498,0.97597377,0.21423615,0.83336462,0.18681871,0.81917572,0.18331853,0.78813923,0.17501807,0.77245259,0.17125093,0.76030823,0.16733076,0.74652546,0.16394104,0.73420477,0.1600803,0.72179691,0.15702637,0.70922214,0.15340387,0.69814639,0.15046633,0.68572685,0.1470667,0.948582774,0.901770934,0.909551472,0.828018892,0.859075053,0.892854538,0.794975399,0.829694231,0.866232389,0.896567711,0.9989449,0.87075911,1,0.79375961,0.99402331,0.76959825,0.75383985,0.73146335,0.72478796,0.7180685,0.71095554,0.70256263,0.69401441,0.68745822,0.67920725,0.67227758,0.161256647,-0.001004979
0.66690195,-0.3481679,0.70587625,-0.405361,0.7835226,-0.423213,0.68772969,-0.3589954,0.7268376,-0.4124599,0.79445123,-0.4514474,0.72769377,-0.3533182,0.78129179,-0.4288082,0.75328006,-0.433113,0.97149173,-0.5719966,1,-0.4713774,1,0.22788594,0.98553343,0.22371507,0.97941058,0.22154323,0.96956054,0.21796607,0.9796963,0.21501631,0.83718564,0.18774944,0.82325436,0.18432332,0.79154626,0.17594494,0.77541095,0.17209396,0.76320832,0.16815038,0.749127,0.16468811,0.73679217,0.16081039,0.72413498,0.15769523,0.71155751,0.15401608,0.70041573,0.15106978,0.68784551,0.14762038,0.94770997,0.901200725,0.90904915,0.827963252,0.858880452,0.892240912,0.794799961,0.82929064,0.865582517,0.896697671,0.99788384,0.87055668,1,0.79349793,0.99569605,0.77112432,0.75512713,0.730858,0.72398416,0.7175882,0.71101681,0.70291142,0.69424495,0.68741692,0.67884301,0.67180059,0.108348281,-0.037404021
0.66551834,-0.3463975,0.70429296,-0.4045023,0.78138085,-0.4212506,0.68636964,-0.3577507,0.72439282,-0.4099932,0.79220285,-0.4486232,0.72561194,-0.3506041,0.77944337,-0.4251402,0.75308443,-0.4300282,0.9711651,-0.5669293,1,-0.4681259,1,0.22782865,0.98628458,0.22389214,0.98110256,0.22199764,0.97225976,0.2187116,0.98353417,0.21598941,0.84110933,0.18886203,0.82786518,0.18564678,0.79731414,0.17758168,0.78139532,0.17379813,0.76996548,0.17002448,0.756006,0.1666033,0.74440586,0.16288262,0.73180031,0.15979114,0.71994622,0.15612343,0.70901665,0.1533245,0.69697267,0.14987263,0.947192102,0.900983315,0.90880947,0.828046794,0.858901296,0.892004483,0.794338822,0.828912198,0.865157472,0.896430284,0.99779364,0.87018796,1,0.79205409,0.99523462,0.77128927,0.75549406,0.73251595,0.72672947,0.72149089,0.71562325,0.70775153,0.69910999,0.69216035,0.68366208,0.67689944,0.184485567,-0.079059492
0.66695814,-0.3480107,0.70593905,-0.4052,0.78364041,-0.4230485,0.68778424,-0.358793,0.72688984,-0.4122876,0.79457785,-0.4513366,0.72774318,-0.3531622,0.78137289,-0.4287658,0.75332418,-0.4331532,0.97156817,-0.572082,1,-0.4712577,1,0.22788752,0.98551897,0.22371068,0.97937825,0.22153288,0.96950933,0.21795025,0.97963228,0.21499354,0.8371241,0.18771163,0.82327046,0.18430133,0.79193501,0.17599766,0.77595161,0.17218231,0.76389894,0.16827484,0.74992201,0.16484127,0.73772624,0.16099521,0.72515214,0.15790282,0.71271126,0.15424294,0.70163212,0.15132485,0.68920311,0.14789029,0.947750763,0.901244073,0.909073432,0.827973582,0.858885674,0.892252371,0.794802047,0.82931472,0.865629254,0.896707026,0.99784259,0.870507,1,0.79357581,0.99575998,0.77123745,0.75533675,0.73141804,0.72463979,0.71825105,0.71164794,0.70353305,0.69493922,0.68825679,0.67982151,0.67288253,0.104265241,-0.036480208
0.66670271,-0.3478205,0.70558955,-0.4050358,0.78312473,-0.4229311,0.68729227,-0.3587898,0.72638623,-0.4123641,0.79395687,-0.4512537,0.72717127,-0.3531389,0.78076005,-0.4284553,0.75278465,-0.4324024,0.97110031,-0.5708894,1,-0.4702087,1,0.22788627,0.98547498,0.22371243,0.97926398,0.22153959,0.96932133,0.21796145,0.97937391,0.2150097,0.83681104,0.18774626,0.82284557,0.18431716,0.79116516,0.17589816,0.77505508,0.17202143,0.76283362,0.16804961,0.74877209,0.16456852,0.73640009,0.16066504,0.72376517,0.157538,0.71114509,0.15385141,0.70002991,0.15088332,0.68741523,0.14742996,0.947893442,0.901345124,0.909179601,0.82802931,0.858992534,0.892445795,0.794773592,0.82934552,0.865670675,0.896591072,0.99816801,0.87045005,1,0.79288723,0.99477902,0.77036185,0.75448722,0.73157636,0.72515387,0.71888363,0.71204585,0.70358116,0.69446229,0.68747816,0.67905022,0.67215966,0.156497957,-0.035968817
0.66468761,-0.3466454,0.7034142,-0.4048268,0.78009534,-0.4212457,0.68564434,-0.3580419,0.72350993,-0.4096977,0.79096709,-0.4479722,0.72495385,-0.3504147,0.7787192,-0.4243903,0.75304771,-0.429484,0.97087831,-0.5662806,1,-0.4693122,1,0.22780918,0.98657401,0.22395374,0.98175879,0.2221505,0.9733084,0.21896082,0.9849564,0.21631462,0.84252777,0.18929881,0.82903051,0.1860324,0.7965258,0.17755924,0.77977202,0.17356272,0.76759488,0.16958848,0.75308537,0.16599934,0.74080379,0.16209836,0.72777577,0.158877,0.7152556,0.15510026,0.70405698,0.15214519,0.69127801,0.148611,0.946684761,0.900566264,0.908493739,0.827941969,0.85875874,0.891681305,0.794264273,0.82866039,0.864712825,0.896520992,0.99749005,0.87039716,1,0.79140265,0.99564565,0.77129625,0.75504136,0.73031538,0.72420623,0.7190354,0.71336954,0.70543985,0.69610161,0.68831238,0.67921094,0.67206192,0.173784165,-0.09365955
0.66606968,-0.3467606,0.70497709,-0.4046547,0.78231434,-0.4216839,0.68704737,-0.357907,0.72543257,-0.4104742,0.79330212,-0.4493622,0.72659631,-0.3512898,0.78039827,-0.4263009,0.75348675,-0.4312678,0.97156725,-0.5689971,1,-0.4692478,1,0.22784655,0.98607886,0.2238369,0.98064882,0.22185509,0.97153837,0.21847766,0.98250834,0.21568492,0.84008482,0.18849861,0.82675034,0.18524098,0.79629354,0.17719,0.78048119,0.17343977,0.76901316,0.16967073,0.75513459,0.16627993,0.7435022,0.16256287,0.73097223,0.15949635,0.71908983,0.15585107,0.7081618,0.15305338,0.69615378,0.14962198,0.947315122,0.901044108,0.908857586,0.828021605,0.858861815,0.892001853,0.794517829,0.829029138,0.865291587,0.896526565,0.99757828,0.87015057,1,0.79297195,0.99591285,0.77176049,0.75605029,0.73268549,0.7264087,0.72063543,0.7145018,0.70663733,0.69822834,0.69162531,0.6832555,0.6765054,0.129553383,-0.066706372
0.66487007,-0.3464599,0.70357656,-0.4046035,0.7803453,-0.42114,0.68570804,-0.357861,0.72362653,-0.4097371,0.79117766,-0.4480988,0.72498202,-0.3503992,0.77876719,-0.4245372,0.75289109,-0.429503,0.97083548,-0.5662293,1,-0.4687953,1,0.22781581,0.98645919,0.22393152,0.98149579,0.22209556,0.9728867,0.2188716,0.98438215,0.21619809,0.8419336,0.18914567,0.8285002,0.18589102,0.79662348,0.17752646,0.78014681,0.17358623,0.7681905,0.16966036,0.75386709,0.16611664,0.74177812,0.16225908,0.72889913,0.15907423,0.71656563,0.15532903,0.70546752,0.15241198,0.69289953,0.14890339,0.946883201,0.90072352,0.908614522,0.827976221,0.858818265,0.891823627,0.794268486,0.828754495,0.864878329,0.896510963,0.99763264,0.87033822,1,0.79136619,0.99529646,0.77109411,0.75502725,0.73135754,0.72557763,0.7204969,0.71465316,0.70655736,0.69718474,0.68955332,0.68071871,0.67376541,0.189848614,-0.08818448
